시간대구분,자치구코드,AGE_000,AGE_001,AGE_002,AGE_003,AGE_004,AGE_005,AGE_006,AGE_007
21,111161,31486.359,43485.3875,68691.3911,57761.6028,66222.2175,61731.3096,43713.8588,48717.38
21,111291,17901.6105,23757.9107,40982.5709,38513.6006,44797.9008,47262.8715,36978.3883,42852.0131
21,111171,18923.6853,23544.1694,29959.6461,35746.8137,41279.9333,44397.9099,37389.8051,40191.5058
21,111311,35495.0202,57312.2467,64729.6476,62683.6216,78588.2145,78400.7248,57919.663,61308.9394
21,111181,30754.0073,39281.1727,52823.9373,66468.5337,72198.5055,67761.9623,51321.9995,55220.952
21,111191,19725.9819,28779.2452,67071.2572,51789.7896,51011.9198,48333.4992,33442.246,36351.6593
21,111201,25240.749,40293.7476,114255.9044,90709.6291,74386.6327,55884.5611,35222.92,36224.7195
21,111301,30586.4601,49079.7384,38726.9061,49523.2561,66429.6389,57562.9888,40089.0477,38987.6783
21,111212,40420.6673,41745.829,71055.7068,96831.1625,87826.8833,70939.7012,57135.2222,57926.4122
21,111221,28837.3953,28680.3689,47751.6711,66286.9665,65750.6608,58537.9094,44735.7938,40642.7791
21,111281,10984.1607,12277.3541,27728.0364,36550.469,31631.2054,31833.2061,23677.802,20254.9068
21,111231,28266.0005,30419.5573,71090.3602,88749.6297,72466.5547,64262.4049,44472.5179,39108.7924
21,111241,25698.5692,30137.8524,69834.687,63460.2797,58883.8693,53345.2582,39823.5216,42347.9199
21,111251,21962.3411,29658.9361,106759.1283,88998.9078,67501.9119,60848.3469,44990.518,47583.0659
21,111262,41717.3092,52762.7703,72756.4296,81559.8555,93411.1635,72213.4838,45649.0572,44581.2428
21,111261,49627.2172,87390.4491,106835.7223,121126.5121,131397.6295,92557.7607,55682.2338,56173.2483
21,111273,59645.5134,70686.771,97370.0041,126043.0994,124397.1362,103261.5521,75755.2327,68306.0669
21,111274,39834.8874,48930.9959,55778.5189,77520.2484,86939.4393,76627.5613,61728.2586,58349.9855
22,111123,9825.819,17911.2725,50082.8023,35819.7377,34297.4424,34227.4538,23297.0444,23739.2403
22,111121,9334.1547,11478.8452,36911.8492,36200.013,30432.75,26030.6935,17683.3521,17098.6621
22,111131,15490.7654,18838.1453,45991.6763,55360.4839,45953.5323,37417.8676,25536.0774,24847.4776
22,111142,22497.2533,24483.8247,56701.9165,58477.6114,52458.1233,45675.3301,33024.3781,31633.5982
22,111141,21549.8646,32864.2683,78036.8424,62186.1765,55631.3176,52170.8334,36001.3801,32407.9687
22,111152,19287.6969,26961.2582,68853.604,50350.1366,49537.4098,46629.8888,36051.573,39423.9586
22,111151,24462.1037,26599.8555,46357.1994,57074.6075,55731.4395,58774.0418,45752.616,44472.1407
22,111161,31627.8881,44116.5394,70989.6977,58828.7711,67264.5804,62785.6077,44149.8763,48662.5859
22,111291,18138.6017,24483.9693,42462.127,39278.3044,45448.8875,48196.7824,37368.5133,43160.5538
22,111171,18729.4333,23898.3075,31465.2591,36536.5253,41754.984,44897.3158,37787.7687,40297.6213
22,111311,35693.5266,57696.6613,66629.8355,63933.7135,79327.2815,79130.2064,58533.9326,61577.3703
22,111181,30888.354,40001.9893,55429.5105,68363.059,73528.711,68802.0696,51924.6873,55433.9928
22,111191,20034.5928,28981.9962,66032.9707,52166.4383,51653.1551,48420.0396,33671.1605,36285.2704
22,111201,25089.2326,37192.4944,105908.549,86663.6994,72667.6539,54854.3103,34606.7753,36101.0595
22,111301,30766.8449,48930.9586,39879.8861,49987.6833,67109.9577,57842.1298,40404.8613,39087.1113
22,111212,40697.6342,42286.8024,72654.5793,98336.8966,88433.7076,71225.7161,57242.8973,58090.3541
22,111221,28626.0859,29074.6887,49105.0646,66605.6928,65849.9114,58660.6622,44673.1174,40708.4517
22,111281,11010.439,12588.414,28622.1809,36923.5635,31416.3615,31824.1673,23479.3135,20231.5604
22,111231,27835.3463,29362.693,67362.5452,86673.9858,70918.7753,63120.9764,43621.7727,38941.9406
22,111241,25549.3101,30643.9255,71538.9651,64511.4556,59146.3145,53690.8426,40022.8387,42330.4916
22,111251,22268.6722,30253.4987,111366.8523,91864.3298,68883.9548,61530.3207,45396.0448,47798.66
22,111262,40799.5796,51838.0366,67995.4713,77837.0947,90735.2955,69111.737,44020.8002,43901.0313
22,111261,48967.0747,78250.7506,98058.7201,115440.6402,127334.0691,89486.5926,54323.9728,55835.1812
22,111273,58937.147,69701.2394,92107.0495,123856.2844,124110.0325,103529.0814,75967.1738,68449.2045
22,111274,39935.0517,49671.6407,57145.4031,78918.963,87841.7414,77015.1382,61953.7823,58533.8169
23,111123,9569.8414,17334.4305,43811.7501,32754.263,32641.3075,32868.817,22317.955,23106.2468
23,111121,8809.7593,10761.2291,31891.5254,32930.3663,28458.6553,24134.2418,16458.6609,16308.5463
23,111131,14881.7884,18179.6879,41202.3021,52736.2845,44484.7726,36557.7805,25051.5385,24910.4321
23,111142,21883.4795,23322.4396,52811.8064,56239.9016,51310.4219,44765.28,32604.0875,31264.7118
23,111141,21078.9771,31729.1712,75481.8372,61992.7995,55390.0213,51863.5762,35885.8711,32489.2922
23,111152,19671.6481,27543.8982,71643.6189,51183.4431,50448.0227,46793.7143,35878.9384,38963.2767
23,111151,24418.1469,26948.8875,47997.453,58610.2004,56099.2665,59383.2249,45946.3112,44914.2538
23,111161,31360.0814,44363.9767,71901.7906,59228.1436,67431.3027,63021.9443,44257.8206,48550.4234
23,111291,18210.9222,24734.1061,44478.3013,40280.064,45661.696,48580.9878,37739.3394,43728.2007
23,111171,18421.5034,23902.7656,32430.6941,36664.2847,41462.6094,44616.485,37620.0903,39557.09
23,111311,35889.8916,58803.7018,69153.879,65646.349,80869.3033,80770.4739,59671.3853,62373.684
23,111181,31489.8361,40965.1177,57755.6046,70335.9349,75198.2188,69688.4141,52128.3771,55723.8512
23,111191,20285.677,29440.1438,66704.5638,52830.5806,52161.596,48892.6352,33987.5056,36359.3182
23,111201,24406.7058,35054.4847,97397.8528,82749.9608,71213.1195,54011.2571,34247.6934,35840.327
23,111301,30330.5459,48788.4356,41420.7589,49606.7603,67105.3128,57957.5466,40141.248,38903.7898
23,111212,41213.5137,43067.6662,74477.7047,101034.3014,89418.1907,71726.6202,57941.7736,58274.2669
23,111221,28696.6915,29211.7891,48179.1242,66151.5693,65757.4838,58015.7324,44094.8368,40643.9278
23,111281,10398.3911,12105.2722,29694.227,37353.0537,31031.7439,31643.815,23161.4114,20112.9153
23,111231,26551.2142,27036.3274,62752.5945,83914.2215,68516.7223,61230.2468,42493.5541,38462.342
23,111241,25930.8284,31317.6458,72489.4878,64677.2783,59287.2835,53907.2691,40267.6945,41923.9645
23,111251,22496.9302,30690.3882,115280.087,93894.3427,69594.0251,61780.3223,45461.2851,47882.5677
23,111262,40602.1457,50553.3171,61837.032,74063.4167,88280.9589,66478.3149,41964.0864,42938.144
23,111261,48887.6629,75343.1893,90009.554,109782.2198,124546.7199,88033.9382,53599.9575,55757.5721
23,111273,59720.6975,69434.3979,89410.4066,123487.9554,123875.6463,103437.7812,76081.6924,68398.4995
23,111274,40576.4391,50589.1727,58705.9087,79971.6961,88084.4648,76527.2907,61714.2758,58363.3531
